ts,Open,High,Low,Close,Volume
2026-06-01 07:06:00+00:00,7619.0,7619.0,7617.75,7618.75,314
2026-06-01 07:07:00+00:00,7618.75,7619.75,7618.5,7619.75,252
2026-06-01 07:08:00+00:00,7619.75,7620.0,7619.5,7620.0,202
2026-06-01 07:09:00+00:00,7620.0,7620.5,7620.0,7620.0,207
2026-06-01 07:10:00+00:00,7620.25,7620.25,7619.75,7620.0,188
2026-06-01 07:11:00+00:00,7620.0,7620.0,7618.75,7618.75,165
2026-06-01 07:12:00+00:00,7618.75,7619.5,7618.5,7619.25,186
2026-06-01 07:13:00+00:00,7619.0,7619.0,7618.25,7618.5,229
2026-06-01 07:14:00+00:00,7618.5,7619.0,7617.75,7618.75,198
2026-06-01 07:15:00+00:00,7618.75,7619.5,7618.0,7618.25,191
2026-06-01 07:16:00+00:00,7618.25,7618.25,7617.5,7617.75,188
2026-06-01 07:17:00+00:00,7617.75,7618.0,7617.0,7617.0,234
2026-06-01 07:18:00+00:00,7617.0,7617.5,7616.5,7616.5,296
2026-06-01 07:19:00+00:00,7616.5,7617.0,7615.0,7617.0,497
2026-06-01 07:20:00+00:00,7617.0,7617.5,7616.0,7617.25,289
2026-06-01 07:21:00+00:00,7617.25,7617.5,7617.0,7617.25,201
2026-06-01 07:22:00+00:00,7617.25,7617.25,7616.0,7616.0,192
2026-06-01 07:23:00+00:00,7616.0,7616.25,7615.75,7615.75,125
2026-06-01 07:24:00+00:00,7615.75,7616.0,7615.5,7615.5,238
2026-06-01 07:25:00+00:00,7615.5,7615.5,7614.0,7614.75,234
2026-06-01 07:26:00+00:00,7614.75,7615.0,7613.25,7613.75,480
2026-06-01 07:27:00+00:00,7613.75,7614.75,7613.5,7614.0,276
2026-06-01 07:28:00+00:00,7614.0,7614.75,7612.0,7613.25,911
2026-06-01 07:29:00+00:00,7613.5,7614.25,7613.25,7613.25,350
2026-06-01 07:30:00+00:00,7613.25,7614.5,7613.25,7613.75,238
2026-06-01 07:31:00+00:00,7613.75,7613.75,7612.75,7612.75,235
2026-06-01 07:32:00+00:00,7613.0,7613.0,7612.25,7612.5,243
2026-06-01 07:33:00+00:00,7612.5,7612.5,7611.75,7612.25,156
2026-06-01 07:34:00+00:00,7612.25,7613.25,7612.25,7613.0,147
2026-06-01 07:35:00+00:00,7613.25,7613.25,7612.5,7613.0,126
2026-06-01 07:36:00+00:00,7612.75,7613.0,7612.5,7613.0,136
2026-06-01 07:37:00+00:00,7613.0,7613.25,7612.75,7613.0,88
2026-06-01 07:38:00+00:00,7613.0,7613.0,7611.75,7611.75,273
2026-06-01 07:39:00+00:00,7611.75,7612.25,7610.25,7610.5,377
2026-06-01 07:40:00+00:00,7610.5,7610.5,7609.0,7609.5,540
2026-06-01 07:41:00+00:00,7609.5,7610.25,7607.75,7608.25,926
2026-06-01 07:42:00+00:00,7608.25,7609.75,7607.5,7609.25,369
2026-06-01 07:43:00+00:00,7609.25,7610.0,7608.25,7610.0,226
2026-06-01 07:44:00+00:00,7610.0,7610.0,7609.0,7609.0,245
2026-06-01 07:45:00+00:00,7609.0,7609.5,7608.25,7608.75,169
2026-06-01 07:46:00+00:00,7608.75,7609.25,7608.5,7608.5,257
2026-06-01 07:47:00+00:00,7608.5,7609.0,7607.75,7607.75,183
2026-06-01 07:48:00+00:00,7607.75,7608.5,7607.5,7608.0,174
2026-06-01 07:49:00+00:00,7608.25,7608.5,7608.0,7608.5,123
2026-06-01 07:50:00+00:00,7608.5,7610.0,7608.5,7610.0,341
2026-06-01 07:51:00+00:00,7610.25,7610.25,7608.5,7608.75,284
2026-06-01 07:52:00+00:00,7608.75,7609.0,7607.75,7608.75,380
2026-06-01 07:53:00+00:00,7609.0,7609.75,7609.0,7609.25,245
2026-06-01 07:54:00+00:00,7609.25,7609.75,7609.0,7609.5,250
2026-06-01 07:55:00+00:00,7609.5,7610.75,7609.5,7610.25,311
2026-06-01 07:56:00+00:00,7610.25,7610.75,7610.0,7610.0,171
2026-06-01 07:57:00+00:00,7610.25,7611.25,7610.25,7611.25,85
2026-06-01 07:58:00+00:00,7611.0,7611.0,7610.75,7611.0,70
2026-06-01 07:59:00+00:00,7611.25,7612.0,7611.0,7611.25,151
2026-06-01 08:00:00+00:00,7611.25,7612.25,7611.0,7611.5,493
2026-06-01 08:01:00+00:00,7611.75,7612.0,7611.0,7612.0,274
2026-06-01 08:02:00+00:00,7611.75,7612.25,7611.5,7611.75,304
2026-06-01 08:03:00+00:00,7611.75,7612.0,7611.25,7612.0,218
2026-06-01 08:04:00+00:00,7612.0,7612.75,7609.75,7610.0,330
2026-06-01 08:05:00+00:00,7610.25,7610.25,7608.75,7609.25,351
2026-06-01 08:06:00+00:00,7609.0,7611.25,7609.0,7611.0,201
2026-06-01 08:07:00+00:00,7611.0,7611.75,7610.5,7610.75,223
2026-06-01 08:08:00+00:00,7610.75,7610.75,7609.5,7610.0,301
2026-06-01 08:09:00+00:00,7610.0,7610.75,7609.75,7610.5,144
2026-06-01 08:10:00+00:00,7610.5,7611.0,7610.0,7610.75,267
2026-06-01 08:11:00+00:00,7610.75,7610.75,7609.75,7610.0,205
2026-06-01 08:12:00+00:00,7610.0,7610.25,7609.5,7610.0,229
2026-06-01 08:13:00+00:00,7610.0,7610.75,7609.5,7609.75,234
2026-06-01 08:14:00+00:00,7609.75,7610.25,7609.5,7609.75,136
2026-06-01 08:15:00+00:00,7609.75,7609.75,7608.25,7609.0,321
2026-06-01 08:16:00+00:00,7609.25,7609.25,7608.5,7608.75,136
2026-06-01 08:17:00+00:00,7608.75,7609.75,7608.5,7609.5,226
2026-06-01 08:18:00+00:00,7609.5,7610.0,7608.75,7609.75,181
2026-06-01 08:19:00+00:00,7610.0,7610.0,7609.25,7609.75,72
2026-06-01 08:20:00+00:00,7609.75,7610.0,7609.5,7610.0,125
2026-06-01 08:21:00+00:00,7610.0,7610.5,7609.25,7609.5,267
2026-06-01 08:22:00+00:00,7609.75,7610.0,7609.25,7609.5,117
2026-06-01 08:23:00+00:00,7609.5,7610.0,7609.5,7609.75,136
2026-06-01 08:24:00+00:00,7609.5,7609.5,7609.0,7609.25,81
2026-06-01 08:25:00+00:00,7609.5,7609.5,7608.5,7608.5,174
2026-06-01 08:26:00+00:00,7608.5,7608.75,7607.75,7607.75,197
2026-06-01 08:27:00+00:00,7607.5,7608.5,7607.5,7608.25,192
2026-06-01 08:28:00+00:00,7608.0,7608.5,7607.75,7608.25,97
2026-06-01 08:29:00+00:00,7608.25,7608.25,7607.5,7607.75,120
2026-06-01 08:30:00+00:00,7607.75,7609.0,7607.5,7607.5,159
2026-06-01 08:31:00+00:00,7607.25,7607.5,7605.75,7606.5,334
2026-06-01 08:32:00+00:00,7606.75,7608.0,7606.5,7607.25,224
2026-06-01 08:33:00+00:00,7607.25,7607.75,7606.75,7607.25,105
2026-06-01 08:34:00+00:00,7607.25,7608.0,7606.75,7608.0,130
2026-06-01 08:35:00+00:00,7608.25,7608.25,7608.0,7608.25,90
2026-06-01 08:36:00+00:00,7608.0,7608.5,7607.5,7607.5,87
2026-06-01 08:37:00+00:00,7607.5,7607.75,7607.0,7607.75,127
2026-06-01 08:38:00+00:00,7607.5,7608.0,7607.5,7607.5,107
2026-06-01 08:39:00+00:00,7607.75,7608.75,7607.75,7608.5,95
2026-06-01 08:40:00+00:00,7608.5,7609.0,7608.25,7608.5,111
2026-06-01 08:41:00+00:00,7608.5,7608.75,7606.75,7607.25,691
2026-06-01 08:42:00+00:00,7607.25,7608.25,7607.25,7607.5,84
2026-06-01 08:43:00+00:00,7607.5,7609.0,7607.5,7608.75,144
2026-06-01 08:44:00+00:00,7609.0,7609.5,7608.25,7609.5,213
2026-06-01 08:45:00+00:00,7609.5,7610.0,7608.5,7609.0,219
2026-06-01 08:46:00+00:00,7608.75,7609.5,7605.75,7609.0,1540
2026-06-01 08:47:00+00:00,7609.0,7610.0,7609.0,7609.5,108
2026-06-01 08:48:00+00:00,7609.5,7609.75,7609.25,7609.5,94
2026-06-01 08:49:00+00:00,7609.75,7609.75,7609.25,7609.5,98
2026-06-01 08:50:00+00:00,7609.5,7611.0,7609.0,7610.25,219
2026-06-01 08:51:00+00:00,7610.25,7610.75,7610.0,7610.5,190
2026-06-01 08:52:00+00:00,7610.5,7611.75,7610.25,7611.75,414
2026-06-01 08:53:00+00:00,7611.75,7612.0,7610.75,7611.25,224
2026-06-01 08:54:00+00:00,7611.25,7612.5,7611.25,7612.5,322
2026-06-01 08:55:00+00:00,7612.25,7613.5,7612.25,7613.25,221
2026-06-01 08:56:00+00:00,7613.25,7613.25,7612.75,7613.0,207
2026-06-01 08:57:00+00:00,7613.0,7613.5,7612.75,7613.25,124
2026-06-01 08:58:00+00:00,7613.25,7613.75,7613.0,7613.75,247
2026-06-01 08:59:00+00:00,7613.5,7614.25,7613.25,7614.0,180
2026-06-01 09:00:00+00:00,7614.25,7615.5,7614.25,7615.25,306
2026-06-01 09:01:00+00:00,7615.5,7615.75,7615.0,7615.25,238
2026-06-01 09:02:00+00:00,7615.25,7616.5,7615.25,7616.0,754
2026-06-01 09:03:00+00:00,7615.5,7615.75,7615.5,7615.5,106
2026-06-01 09:04:00+00:00,7615.75,7616.0,7615.5,7616.0,79
