date,side,entry,stop,exit,reason,qty,notional,pnl,r,equity
2020-01-01,1,7249.754903,7212.65,7211.9287349999995,stop,13.475308101465592,97692.68097803579,-607.1570894417922,-1.2143141788835845,49392.84291055821
2020-01-02,-1,7123.08762,7154.06,6945.644495,eod,13.868379990686737,98785.68582111642,2363.2934227559363,4.784687990192115,51756.13633331415
2020-01-03,1,7308.740801,7245.49,7314.318495,eod,8.182684727315,59805.1217282467,-14.187430476559648,-0.027412074164870667,51741.94890283759
2020-01-06,-1,7515.278397,7555.0,7555.7555,stop,13.026148240502188,97895.13046796566,-625.4195048640557,-1.2087281560238197,51116.529397973536
2020-01-07,-1,7836.71625,7888.0,7888.7888,stop,9.967393062709716,78111.63118467451,-597.3987185990918,-1.1686996860604058,50519.130679374444
2020-01-08,-1,8280.37188,8345.0,8345.834499999999,stop,7.8168962178344215,64726.807631034506,-576.6971715718979,-1.141542152084868,49942.43350780255
2020-01-09,1,7917.881709,7876.63,7875.842337,stop,12.106755021422847,95859.85413946786,-604.5657520089039,-1.210525217827946,49337.867755793646
2020-01-10,1,8038.313751,7903.01,8077.9421250000005,eod,3.646452326055162,29311.32787489514,115.11939718691664,0.23332868326762743,49452.98715298056
2020-01-13,1,8099.749894,8073.18,8156.98422,eod,12.210991154088235,98905.97430596112,599.6324302660015,1.2125302530483464,50052.61958324656
2020-01-14,-1,8658.704043,8749.0,8749.8749,stop,5.54317394113741,47996.702615178736,-553.6253092881062,-1.1060865822763326,49498.99427395845
2020-01-15,-1,8821.227789,8896.0,8821.022014,eod,6.619971993867986,58396.28091471002,-57.03337506530093,-0.11522128055702,49441.96089889315
2020-01-16,1,8704.140327000001,8664.79,8663.923521,stop,11.360561535416785,98883.9217977863,-555.540978369049,-1.123622462112917,48886.4199205241
2020-01-17,1,8843.8843,8786.0,8883.021609,eod,8.445540486889252,74691.38291701421,255.67907692652489,0.5230063427475132,49142.09899745063
2020-01-20,1,8676.937607,8629.26,8679.122001,eod,10.307165583509889,89434.63267313305,-66.93097947083757,-0.13619886174237242,49075.16801797979
2020-01-23,1,8392.8392,8352.51,8351.674749,stop,11.694533124852384,98150.33603595958,-579.308672303936,-1.1804517349623607,48495.85934567585
2020-01-24,-1,8459.154,8511.49,8512.341149,stop,9.266252549999326,78384.657323337,-571.4766351492998,-1.1784029458594503,47924.38271052655
2020-01-27,1,8768.826795,8715.0,8989.101,eod,8.903443482103253,78072.75377363511,1882.1455815416966,3.9273235774579622,49806.52829206825
2020-01-28,-1,9023.39757,9207.81,9071.9071,eod,2.7008227315299824,24370.597272688403,-155.45174641318712,-0.3121111865127588,49651.076545655065
2020-01-29,-1,9316.578249,9348.53,9349.464853000001,stop,10.658650680250421,99302.15309131013,-450.0042405990967,-0.9063333001154762,49201.07230505597
2020-01-30,1,9384.838389999999,9347.03,9346.095297000002,stop,10.485225266634767,98402.14461011194,-504.4290872124488,-1.0252400274630051,48696.64321784352
2020-01-31,1,9288.968804,9248.0,9337.56615,eod,10.4848329766968,97393.28643568704,411.88700195710186,0.8458221650197387,49108.530219800625
2020-02-03,-1,9343.105596000001,9372.0,9331.343041,eod,10.512249854229436,98217.06043960125,25.495682103068717,0.05191701317256859,49134.0259019037
2020-02-04,1,9183.268235,9124.0,9204.0795,eod,8.290111204071469,76130.31488496711,96.31112241186187,0.1960171604992179,49230.33702431556
2020-02-05,1,9472.037109,9439.67,9691.040799,eod,10.394878410587856,98460.67404863112,2176.9177966069296,4.421903095101134,51407.25482092249
2020-02-06,-1,9784.0215,9870.64,9791.039005999999,eod,5.934904762945939,58067.23580111547,-99.73628969939891,-0.19401209040792186,51307.51853122309
2020-02-07,-1,9790.530849,9855.35,9751.47505,eod,7.9154875896512955,77496.82543135766,231.80343970321448,0.45179234221228404,51539.32197092631
2020-02-10,1,9921.932094,9831.44,9830.456856,stop,5.6954502534692955,56509.870659677435,-577.2420417792098,-1.1200031737026654,50962.0799291471
2020-02-11,1,9896.609562000001,9855.6,10259.803917,eod,10.298896730214787,101924.1598582942,3636.706744706081,7.136103451354845,54598.78667385318
2020-02-12,-1,10340.105886,10395.0,10396.0395,stop,9.946200547813296,102844.76682778068,-659.4498725068761,-1.2078104893541162,53939.336801346304
2020-02-17,1,9638.533757,9480.0,9632.496653999999,eod,3.402388098412792,32794.03254096673,-53.324329653362796,-0.09885981700099776,53886.01247169294
2020-02-18,1,9738.163719,9641.95,10166.223276,eod,5.6006578928409665,54540.12349459489,2341.6763054552066,4.34561066600599,56227.68877714815
2020-02-19,1,10151.004998999999,10111.0,10109.9889,stop,11.078250632856014,112455.3775542963,-566.6148089459634,-1.0077149199421567,55661.07396820219
2020-02-20,-1,9580.721832000001,9625.29,9626.252529000001,stop,11.619390468532744,111322.14793640438,-640.6256141572322,-1.1509400888010282,55020.44835404496
2020-02-21,1,9738.923795,9666.48,9665.513352,stop,7.594915251754021,73966.30086631565,-631.2336209984505,-1.1472709508592072,54389.21473304651
2020-02-24,-1,9720.537849,9829.99,9603.350239,eod,4.969223010797363,48303.52035657751,534.3190135198702,0.9823988379725983,54923.533746566376
2020-02-26,-1,8929.646946,9093.53,8812.431154999998,eod,3.351385784314613,29926.6918337728,363.1050614886551,0.6611101593792754,55286.63880805503
2020-02-27,1,8880.18793,8824.74,8888.061105,eod,9.970911232944992,88543.56558189954,-10.080087899974814,-0.018232412237920652,55276.55872015506
2020-02-28,1,8707.170629999999,8573.01,8572.152699,stop,4.1201773366863055,35875.08709638662,-591.8947575391796,-1.0707879999110033,54684.66396261588
2020-03-02,-1,8787.571155000001,8888.65,8889.538865,stop,5.410099805020216,47541.63699226678,-599.4729527256138,-1.096235963222581,54085.191009890266
2020-03-03,1,8865.8865,8707.64,8706.769236,stop,3.417781183779097,30301.660057221117,-573.8577369753768,-1.0610256269048557,53511.33327291489
2020-03-04,-1,8693.860526999999,8780.54,8709.810894,eod,6.1734723828920455,53671.30786414978,-152.18969261073607,-0.28440646738243,53359.14358030415
2020-03-05,1,9081.448054,9030.0,9117.298179,eod,10.371460032347137,94187.87552789769,277.444353994945,0.5199565348671653,53636.587934299096
2020-03-06,-1,9051.964713000001,9106.13,9107.040613,stop,9.90239153247745,89636.09872629588,-635.2919160927527,-1.1844376023153054,53001.29601820634
2020-03-09,-1,7703.699553,7835.59,7836.373559,stop,4.018584910718093,30957.970780391515,-564.3863102157884,-1.0648537915410927,52436.90970799055
2020-03-10,-1,8019.527967,8138.92,7984.7984,eod,4.391994037658318,35221.71901589813,117.38659820415555,0.22386254044690146,52554.2963061947
2020-03-11,-1,7818.2181,7894.09,7835.163438,eod,6.926714146633291,54154.56191473445,-171.58876211503596,-0.32649806804626624,52382.70754407966
2020-03-12,1,5999.209860999999,5711.1,6034.076532,eod,1.8181504569911213,10907.46615036279,52.453691235141314,0.10013550977868396,52435.1612353148
2020-03-13,-1,5492.630682,5971.0,5398.629809,eod,1.0961230008341545,6020.598825627589,97.0674384276595,0.185118985316069,52532.22867374246
2020-03-16,1,4942.514202,4481.0,4937.116239,eod,1.1382581174336739,5625.856910957717,-11.76705997571356,-0.022399696858083556,52520.46161376675
2020-03-19,1,5843.174259,5706.38,6206.949243,eod,3.8393761549427783,22434.14391918004,1373.5365209154425,2.6152407627647523,53893.99813468219
2020-03-20,1,6630.663,6462.0,6461.3538,stop,3.195365796569629,21187.393758779766,-561.9217180699832,-1.0426424787890656,53332.0764166122
2020-03-23,1,6288.248762,6136.63,6266.613276,eod,3.517511666307642,22118.988380979587,-98.18401125501008,-0.18409935980746311,53233.89240535719
2020-03-24,-1,6641.645769000001,6756.03,6696.289562,eod,4.653953778415279,30909.912421533405,-285.3467541642721,-0.5360245912349559,52948.545651192915
2020-03-25,-1,6538.366098,6814.33,6618.671801,eod,1.9186765104949492,12545.009449249119,-166.70271578713533,-0.3148390833722164,52781.84293540578
2020-03-27,1,6640.033937,6566.0,6652.694664,eod,7.129411871667134,47339.53677872046,42.878868830323704,0.08123791524823926,52824.721804236106
2020-03-30,-1,6273.202617,6340.0,6340.634,stop,7.908202302511768,49609.75537988225,-583.137404191187,-1.1039100335487695,52241.58440004492
2020-03-31,1,6454.635399,6392.84,6392.200716,stop,8.453960205038117,54567.23080117632,-582.1236461345937,-1.1142917138135138,51659.46075391033
2020-04-01,1,6243.384276,6154.94,6154.324506,stop,5.8409049279695875,36467.013984896235,-556.3965686369949,-1.077046799399428,51103.06418527334
2020-04-02,1,6684.6684,6623.01,6799.739958,eod,8.288094434055033,55403.16295954356,897.843914448613,1.7569277474115725,52000.90809972195
2020-04-03,-1,6803.7895530000005,6904.89,6765.6765,eod,5.143489434791722,34995.219682401796,161.13688279347662,0.3098732092994703,52162.04498251543
2020-04-07,-1,7324.2675,7389.0,7285.168444,eod,8.058092145756053,59019.62241516632,256.20170554294,0.49116499483258,52418.24668805837
2020-04-09,1,7333.393266,7285.0,7284.2715,stop,10.831723299695938,79433.28670516549,-611.2406273209273,-1.1660836940205723,51807.00606073744
2020-04-10,-1,6788.771055,6910.0,6910.691,stop,4.273484856338353,29011.710296690646,-550.2952604591156,-1.0622023975173571,51256.71080027832
2020-04-13,1,6738.87382,6592.96,6767.593173,eod,3.512807135080036,23672.364037300056,77.16274132191698,0.1505417341791233,51333.87354160024
2020-04-14,1,6900.299961,6854.84,6854.1545160000005,stop,11.292106814962011,77918.9242148902,-598.7376785318538,-1.1663598268045083,50735.13586306838
2020-04-15,1,6755.765509,6710.0,6709.329,stop,11.085889127348842,74893.66740314141,-589.4262626431617,-1.1617713299004344,50145.70960042522
2020-04-20,1,7063.60629,7005.99,7005.289401,stop,8.703390933436582,61477.326941751606,-568.7782325890823,-1.1342510398621604,49576.93136783614
2020-04-21,1,6837.123643999999,6780.01,6861.633768,eod,8.680400670606295,59348.97266439575,153.3023452934477,0.309221125761134,49730.23371312959
2020-04-22,1,7103.000229,7030.2,7078.022126999999,eod,6.8310545717004985,48520.98218710014,-219.0624466576782,-0.4405015426256526,49511.171266471916
2020-04-23,1,7283.398267,7146.05,7520.297895000001,eod,3.604790387815533,26255.124063513907,827.2913910770196,1.6709186430361154,50338.46265754894
2020-04-24,-1,7458.214104,7513.22,7513.971322,stop,9.15146671868565,68253.59815358791,-578.769053169521,-1.14975512285083,49759.69360437942
2020-04-28,-1,7713.168605999999,7749.53,7714.37136,eod,12.902529724469353,99519.38720875884,-115.045715729612,-0.2312026208286111,49644.64788864981
2020-05-01,-1,8761.333778999999,8851.91,8852.795191,stop,5.480980255143253,48020.697451418615,-549.5695398275836,-1.1070066224666104,49095.07834882222
2020-05-04,1,8846.754587000001,8731.09,8830.186893,eod,4.244607586661053,37551.00163730868,-107.83919960336969,-0.21965378858786713,48987.239149218854
2020-05-05,-1,8867.223189,8955.0,8906.710582,eod,5.580886180658695,49486.96335630642,-269.9717965831941,-0.551106372336762,48717.26735263566
2020-05-06,1,9250.925,9174.98,9242.085699000001,eod,6.414809052950932,59342.917438170094,-116.01699430067822,-0.23814347685164564,48601.25035833498
2020-05-08,1,9919.39184,9866.6,9953.494551,eod,9.206205041979045,91319.9551707738,222.47961650759953,0.4577652115270011,48823.72997484258
2020-05-11,1,8925.612471999999,8776.21,8775.332379,stop,3.2679332089527047,29168.30540749124,-520.0280593134106,-1.0651133364480052,48303.70191552917
2020-05-12,1,8781.528065,8706.77,8788.881024,eod,6.46133656823905,56740.40841140201,-9.25422051137641,-0.01915840845399319,48294.44769501779
2020-05-13,1,9115.821491,9034.36,9033.456564,stop,5.9285003382785835,54043.150793080684,-542.0994981260837,-1.1224882445068491,47752.34819689171
2020-05-14,1,9678.177720999998,9581.07,9580.111893,stop,4.917461526760828,47592.066592171286,-529.5858854039706,-1.1090258498291865,47222.76231148774
2020-05-15,1,9594.709375,9532.37,9531.416763000001,stop,7.575110002544632,72680.97895807125,-551.889752957318,-1.168694345572117,46670.87255853043
2020-05-18,1,9713.081211,9631.61,9630.646839,stop,5.72851096549067,55641.492225914895,-527.6315830592825,-1.1305372154711149,46143.24097547115
2020-05-19,1,9694.979401,9590.0,9642.395664000001,eod,4.395456683494596,42613.86200446789,-273.6278354751158,-0.5929965682743676,45869.61313999603
2020-05-20,-1,9737.316171,9788.99,9526.092514,eod,8.876759092111516,86435.80985368876,1789.4831986489814,3.9012389164639387,47659.09633864501
2020-05-21,-1,9235.086399,9368.34,9063.446254,eod,3.576570988024923,33029.94208656696,581.1601624823156,1.2194107885572187,48240.256501127325
2020-05-22,1,9140.01391,9076.41,9170.072901,eod,7.584479712194969,69322.2500695748,158.54556643527116,0.32865821605149653,48398.802067562596
2020-05-26,1,8852.225134,8797.15,8796.270285,stop,8.787777450993048,77791.3844236791,-569.2642853594398,-1.1761949904561106,47829.53778220316
2020-05-27,1,9207.850693,9116.16,9152.574650999999,eod,5.216400511031465,48031.837060466634,-336.229639810202,-0.7029748883237364,47493.308142392954
2020-05-28,1,9430.152920999999,9385.93,9447.895116,eod,10.072648564718426,94986.61628478591,83.6349232694249,0.1760983316190005,47576.94306566238
2020-05-29,1,9453.655271,9393.42,9392.480658,stop,7.898518970000604,74669.8754938397,-557.6171223361478,-1.172032262700366,47019.325943326236
2020-06-01,1,9571.257029999999,9540.0,9539.046,stop,9.825109867167832,94038.65188665247,-410.35732211693517,-0.8727418223977749,46608.9686212093
2020-06-02,-1,10140.9858,10196.0,9507.500655,eod,8.472170570727126,85916.16145292169,5283.7615381101205,11.336362280511304,51892.73015931942
2020-06-03,-1,9527.877117,9601.0,9601.9601,stop,7.0966471821576596,67615.98229430249,-593.6196452433644,-1.143936045416867,51299.110514076056
2020-06-09,1,9720.961999,9670.0,9727.787124,eod,10.066149586101766,97852.65760274483,-29.184279773486807,-0.05689042067401711,51269.92623430257
2020-06-11,-1,9529.056999,9693.0,9281.918099,eod,3.127301923325332,29800.238280449415,743.4641579967065,1.4500979669818321,52013.390392299276
2020-06-12,-1,9433.406565000001,9541.8,9427.982704,eod,4.798573861258311,45266.89816543156,-19.227087144916936,-0.036965648652973714,51994.16330515436
2020-06-15,1,9203.900297999999,9035.73,9411.25878,eod,3.091756625486543,28456.219726659067,612.3251898673905,1.1776806297923224,52606.48849502175
2020-06-16,-1,9458.774028,9550.0,9505.940499,eod,5.766613097311986,54545.09019437924,-326.6718750116791,-0.6209725917033839,52279.816620010075
